Country,Code,Year,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,over 85,Conflict,Spending,Personnel,Police,Recession
Austria,AUT,1957,8.382815,19.950739,23.907846,22.504091,21.680878,28.843742,38.55891,38.714672,46.092606,39.48387,41.464203,42.048294,41.37492,47.61905,39.087948,0,1.6268458,0.33017513,,0
Austria,AUT,1958,9.245252,18.141153,24.460752,24.655245,22.378237,31.347963,36.81827,40.959625,42.241913,33.945187,38.856777,38.17734,41.30163,31.438936,65.01548,0,1.8123839,0.38643193,,0
Austria,AUT,1959,10.799865,17.064049,23.405231,26.142403,26.72148,28.410864,39.975895,46.703297,47.142857,42.329338,30.993042,36.06159,49.8155,40.935673,46.647232,0,1.7021112,0.4419732,,0
Austria,AUT,1960,10.474986,15.830035,23.062292,23.05041,22.415186,26.835287,36.241047,39.43218,34.734917,43.343655,41.370792,39.93546,46.52568,42.14123,32.967033,0,1.4581857,0.4965948,,0
Austria,AUT,1961,10.636241,16.269611,17.342453,24.52257,21.71707,25.959042,36.80571,39.635353,38.352272,35.613873,33.010296,34.967846,40.047817,41.573032,50.131927,0,1.3093376,0.5362687,,0
Austria,AUT,1962,9.433962,15.167548,20.582329,24.95583,21.82045,27.020327,35.92507,37.42455,36.08563,39.808918,35.09798,42.772278,48.723896,50.54945,34.146343,0,1.3520719,0.53295934,,0
Austria,AUT,1963,11.821279,17.790579,20.146059,21.396397,24.343777,25.618177,32.032616,36.7662,40.196884,34.20523,32.78221,34.090908,41.6429,44.27646,42.553192,0,1.5796678,1.0451505,,0
Austria,AUT,1964,10.509296,17.162277,18.396227,18.767378,23.20086,25.625,35.987263,44.90894,43.65733,40.265488,35.81344,43.930637,39.281708,42.32804,38.28829,0,1.8873003,0.76135105,,0
Austria,AUT,1965,8.815868,14.727273,15.529905,24.214817,28.720627,27.203928,38.642788,38.828632,43.406364,42.0427,35.965385,36.883705,45.733406,51.706306,34.707157,0,1.5072135,0.7564297,,0
Austria,AUT,1966,7.3151445,20.464384,19.726858,23.99802,27.96125,28.482971,29.269678,36.110455,44.221943,40.448452,42.789223,42.506413,40.443214,51.619434,37.894737,0,1.6244051,0.75116086,,0
Austria,AUT,1967,8.053151,15.959596,19.53472,19.483807,27.647715,26.099768,31.052765,36.478985,41.09589,40.55543,41.354355,45.389565,50.300713,40.553905,45.081966,0,1.6091664,0.8140008,,0
Austria,AUT,1968,10.763817,15.139281,18.262503,21.849594,23.896223,31.330473,31.789282,38.43844,40.425533,38.11212,40.172897,43.979057,35.733624,32.06997,50.1002,0,1.5426748,0.7423404,,0
Austria,AUT,1969,10.0776825,14.666938,16.775078,22.840828,29.528942,28.328611,36.974075,36.793694,36.20989,36.93814,39.566532,45.68701,45.38174,48.75717,46.783627,0,1.4992566,0.73914796,,0
Austria,AUT,1970,13.394726,19.592001,19.04413,21.362099,31.522793,31.1327,31.087002,47.310432,44.328255,40.17857,46.149986,45.288044,45.50209,40.874523,53.130928,0,1.38013,0.73657423,,0
Austria,AUT,1971,13.687916,16.641453,15.01131,22.257551,23.341524,32.747253,33.063007,37.71361,34.340992,35.1309,44.245586,46.48118,49.23077,52.1327,67.54221,0,1.246107,0.8,,0
Austria,AUT,1972,10.277884,17.774343,18.946491,20.860254,28.780611,27.635391,35.09145,34.26069,43.88371,44.3038,48.54369,34.909554,48.258705,46.38219,68.46847,0,1.2022867,0.79533404,,0
Austria,AUT,1973,8.548597,15.779093,18.200409,19.271948,21.606508,30.454546,34.16955,37.346325,42.262276,38.90785,34.680637,46.612804,46.466602,50.136738,60.869564,0,1.1849886,0.7909307,4.420328,0
Austria,AUT,1974,9.673952,18.11453,16.891891,24.982283,27.804182,33.627087,33.158813,40.277176,40.229885,39.02101,42.946316,41.590214,50.329258,57.880676,48.739494,0,1.2768825,0.7895776,,0
Austria,AUT,1975,11.324041,20.320438,20.531874,26.40076,27.485506,28.56457,36.299248,32.964695,41.430004,36.885246,44.955044,47.12991,55.35224,43.40278,69.65174,0,1.4512783,0.6597176,4.5169997,1
Austria,AUT,1976,11.011351,18.507809,21.158978,20.45408,20.984507,31.730293,37.153088,35.607037,34.138973,36.435123,38.644917,46.50465,47.597866,46.4135,54.00982,0,1.3651968,0.5286809,4.5430455,0
Austria,AUT,1977,13.651316,24.732996,19.724243,24.213575,25.465954,31.432192,33.265446,39.100044,30.04292,36.928486,39.314518,49.685722,55.627426,50.0,63.694267,0,1.3459518,0.48890063,4.595594,0
Austria,AUT,1978,16.367138,25.091576,20.328382,25.21863,26.592897,35.732517,36.24192,37.53887,37.198067,34.505642,42.26778,35.27653,54.66779,51.710423,38.69969,0,1.4292127,0.5289606,4.5966544,0
Austria,AUT,1979,11.606023,28.688524,23.287941,21.156559,28.166487,33.759342,43.426674,36.26126,33.016735,36.541245,42.531387,42.33751,46.185566,59.45946,45.045044,0,1.4338458,0.5298715,4.593916,0
Austria,AUT,1980,12.985005,23.517206,25.575447,22.196032,24.68427,34.30308,39.69615,39.242527,37.472282,34.900284,41.099545,51.38105,46.209972,56.011948,56.358383,0,1.4202461,0.5298715,4.5974884,0
Austria,AUT,1981,14.536645,26.061302,22.653101,23.118074,32.34391,36.484898,37.72171,45.974384,33.348156,36.44501,44.836563,47.88649,55.51118,53.99568,49.715908,0,1.3800517,0.5284714,,0
Austria,AUT,1982,13.846369,26.503769,28.305506,28.12598,30.603195,37.939426,41.44908,44.402817,32.635006,36.275524,43.04472,39.09837,53.922035,59.567924,54.809536,0,1.4129968,0.5279831,4.591827,1
Austria,AUT,1983,11.854105,24.82296,22.464705,23.461636,34.269554,35.697693,38.66757,47.359863,35.53275,32.935303,40.325684,53.429268,52.97301,60.507862,51.591396,0,1.3911759,0.66076386,,0
Austria,AUT,1984,12.67094,27.211258,23.158016,24.492624,32.607212,33.036964,41.17081,37.00631,41.85881,28.206182,37.05327,45.505848,56.173153,67.504684,62.133068,0,1.4141583,0.5283318,4.5847697,0
Austria,AUT,1985,13.285846,26.260386,26.997381,25.564703,32.239384,41.848106,33.568386,42.19662,37.137436,34.942078,40.93631,51.00121,52.47385,57.73857,44.78768,0,1.5126235,0.5278438,,0
Austria,AUT,1986,14.662684,25.596241,31.314999,31.399792,31.192482,41.143627,33.815487,41.448803,37.033585,30.503016,38.544018,52.592896,54.438263,58.010128,57.7881,0,1.5087585,0.5139694,4.6534677,0
Austria,AUT,1987,11.454518,25.314383,23.942013,30.042435,28.080248,32.921673,31.486622,41.85411,34.043087,34.910484,39.376183,56.030834,62.872105,73.591255,55.944977,0,1.4166778,0.9212951,,0
Austria,AUT,1988,12.556481,19.26629,23.171633,25.816914,24.41668,31.705507,31.915203,32.77969,33.88357,34.26099,32.59861,42.403786,51.628773,66.24529,48.11011,0,1.2991811,0.7222587,,0
Austria,AUT,1989,13.712474,21.242174,20.814943,25.553602,24.300562,27.066652,31.708443,32.658802,33.49552,36.941998,38.553112,50.47122,49.97993,59.788944,68.2313,0,1.2341549,0.6267137,,0
Austria,AUT,1990,10.506654,19.727451,19.050545,22.29008,21.968796,29.274471,31.63525,32.958458,31.680494,32.328396,36.747723,43.687977,55.4603,64.33388,63.822998,0,1.1956602,0.55634624,4.630834,0
Austria,AUT,1991,10.447306,21.244019,19.072554,18.287842,26.319675,28.88704,26.813583,26.53072,28.579899,34.89766,34.69233,39.852863,54.46922,67.5347,55.93571,0,1.1542171,0.56316394,,1
Austria,AUT,1992,11.172144,19.4081,18.377613,19.22997,26.262121,21.327082,30.470901,32.23714,34.83704,31.396774,36.596046,30.978716,47.474453,61.68201,59.120186,0,1.0992141,0.6570634,,0
Austria,AUT,1993,10.586312,17.27925,19.997873,20.897434,22.09637,22.09585,27.947533,26.143694,27.26051,32.672535,30.28178,35.71869,49.173306,65.354454,65.54832,0,1.1155846,0.6507321,,0
Austria,AUT,1994,9.940637,21.625769,17.609943,20.485182,23.837582,25.439363,29.648592,30.775888,30.007463,33.478672,31.187155,35.749634,47.214622,62.493206,57.004536,0,1.0944531,0.5603985,4.7139063,0
Austria,AUT,1995,10.270261,19.378498,18.609995,24.029541,24.71404,26.367653,27.240751,29.258156,28.565176,30.089174,32.853207,34.414646,47.65974,68.140434,59.160397,0,1.073232,0.5592146,,0
Austria,AUT,1996,9.989078,14.157288,16.166243,21.064924,24.32944,24.940369,29.745464,32.28213,24.370516,35.128345,34.26817,40.957535,44.218548,71.6915,68.48273,0,1.049683,0.55845124,,0
Austria,AUT,1997,9.607522,19.817757,15.970614,20.796139,24.597069,20.31945,24.801828,23.806639,24.565887,24.915302,32.397408,34.19872,34.135372,53.48845,60.261772,0,1.0464339,0.5946482,,0
Austria,AUT,1998,10.077809,15.53345,16.709915,15.509656,18.08867,24.098717,24.158337,30.111668,25.284885,27.23218,30.05559,34.714638,33.950935,53.88294,58.848553,0,1.0180728,0.7371007,,0
Austria,AUT,1999,11.396295,14.589588,15.993892,15.09766,20.25861,22.104671,23.45262,28.040512,23.6897,27.68646,32.138657,34.16798,36.222748,52.334435,61.473427,0,0.9802462,0.5992418,,0
Austria,AUT,2000,12.364786,15.54892,15.065211,14.497422,20.611326,23.816875,19.502605,25.59285,31.007689,29.117405,29.143791,34.709324,38.416546,45.475216,63.61235,0,0.9803186,0.48715138,,0
Austria,AUT,2001,12.617096,12.198636,13.205887,16.792486,17.132719,21.15436,26.15727,21.844374,26.163565,25.374659,26.777628,34.885323,35.923016,42.78935,52.589687,0,0.90824,0.43516102,4.1103067,0
Austria,AUT,2002,9.571289,14.326266,14.593522,17.234243,18.751516,23.42469,24.684721,25.814945,19.321268,19.31553,34.571377,40.91779,37.722275,41.117264,64.13747,0,0.8835279,0.43252596,4.0380015,0
Austria,AUT,2003,11.423634,12.913582,12.321124,13.902605,15.950359,21.647543,22.837477,24.90139,21.304024,20.859325,28.18049,35.84073,34.031933,42.789684,63.627903,0,0.9136403,0.4298698,,0
Austria,AUT,2004,11.345563,14.920977,14.356937,12.126347,15.883393,18.28602,17.91161,22.19201,24.45486,21.925322,26.311123,34.895157,33.90847,43.76225,59.05862,0,0.8934804,0.45160502,4.3175616,0
Austria,AUT,2005,9.219667,10.661082,11.352071,13.179042,15.960062,18.030731,21.66577,22.664698,22.94176,24.540611,26.08678,32.122726,32.94539,35.12373,58.708416,0,0.85014254,0.4854958,4.295037,0
Austria,AUT,2006,8.117905,10.110722,8.6416645,13.409911,16.133883,18.228651,20.831776,19.49098,19.988527,20.271032,22.917622,23.182262,38.372574,36.698578,44.335762,0,0.7858132,0.4832669,4.219755,0
Austria,AUT,2007,8.238159,12.886177,11.251188,11.652338,12.805544,16.375546,18.652863,17.719042,22.006687,23.365622,22.396807,23.133326,32.013466,36.45162,51.681564,0,0.90045714,0.48128986,4.2093353,0
Austria,AUT,2008,5.7916136,9.2454195,8.99505,10.232615,13.627094,15.285588,19.562693,22.321947,18.548073,17.197138,23.74159,26.094725,36.60176,44.535046,44.082256,0,0.8707051,0.4795013,4.1993046,0
Austria,AUT,2009,6.5847363,9.615994,10.322665,11.322464,13.574335,13.704359,17.454165,22.916376,17.390024,23.003395,25.731394,22.411406,32.34854,42.821426,41.730106,0,0.83337957,0.4180602,4.1909347,1
Austria,AUT,2010,7.432898,13.06416,8.819406,11.581721,13.053126,14.670792,19.117077,18.939802,20.384068,22.385757,20.566738,22.554861,33.303024,34.96745,41.17779,0,0.8212327,0.32135206,4.288613,0
Austria,AUT,2011,5.9048824,11.615773,10.11769,11.972195,11.379333,15.722023,19.33338,19.667807,21.927206,20.222237,21.745983,22.84773,37.27866,35.76833,39.922203,0,0.79089755,0.3083126,4.3028097,0
Austria,AUT,2012,4.3351617,9.569737,12.681067,8.928083,11.710382,14.9160185,18.147621,19.666758,18.503798,20.195688,20.599394,28.065111,34.53145,43.48045,39.732403,0,0.7784642,0.30718336,4.297038,0
Austria,AUT,2013,5.898835,8.507364,8.986712,8.869526,10.614507,13.729213,19.543415,19.00851,20.061277,17.808834,23.026608,28.960655,38.112514,45.857254,41.22911,0,0.75082535,0.26812777,4.276539,0
Austria,AUT,2014,9.046499,9.891614,11.503712,11.078165,13.395331,16.965967,15.22246,18.743017,21.760418,14.010092,19.396898,26.992962,29.254091,42.536663,50.9213,0,0.7477801,0.26641956,4.264486,0
Austria,AUT,2015,6.7425017,8.899092,9.013835,7.9561496,10.56022,15.242185,15.971207,18.603985,20.41264,17.127329,20.468145,25.02392,31.943333,40.807903,43.445103,0,0.6981164,0.2650075,4.2718964,0
Austria,AUT,2016,6.532774,9.012679,7.5791135,9.864604,10.105487,11.859542,13.899608,18.60507,23.16911,16.160376,16.531002,24.417498,26.01023,34.14167,49.23972,0,0.7297377,0.26400366,,0
Belgium,BEL,1954,2.5924647,5.028284,6.0661206,7.3540225,9.761388,14.828837,20.458773,20.899809,29.233315,29.820627,33.880074,33.8524,45.203415,50.74627,37.470726,0,4.880254,1.031863,,0
Belgium,BEL,1955,2.4509804,4.9807196,5.972435,5.9239993,7.467463,14.177542,15.751716,24.220358,29.998203,30.309687,31.542368,33.779263,49.22924,47.160732,53.932583,0,3.7834115,1.059991,,0
Belgium,BEL,1956,3.5977695,6.448413,6.754682,8.315099,11.306043,11.683034,18.856066,25.78706,29.669945,29.927319,32.574154,42.454395,45.23107,55.813953,43.66812,0,3.558163,1.0981623,,0
Belgium,BEL,1957,3.892493,4.743351,6.759871,8.540715,10.0,12.449652,16.606041,23.775558,32.679737,32.157677,32.190525,42.961006,50.773693,60.36036,50.314465,0,3.6083996,1.1235955,,0
Belgium,BEL,1958,4.7001314,5.3164124,6.653257,6.861575,9.18012,12.1432905,22.077509,26.782885,30.779638,34.001213,36.073177,37.574158,37.12518,58.51064,46.277664,0,3.5709567,1.1708826,,0
Belgium,BEL,1959,3.5627227,4.4866266,6.754634,10.470409,8.4046,12.879284,18.219595,20.206842,28.886292,28.32244,27.763756,34.697216,37.01968,40.24497,40.54054,0,3.5183356,1.1862917,,0
Belgium,BEL,1960,4.0102077,8.455565,6.495564,8.571866,8.140912,12.727672,18.817652,26.625286,30.849628,32.802986,29.757439,39.646133,44.928207,44.444443,71.69118,0,3.3973477,1.2017918,,0
Belgium,BEL,1961,3.613214,7.4653397,8.007844,10.864575,10.290828,14.2598915,18.557423,23.884039,28.176144,35.384617,31.432749,35.076324,41.87759,57.142857,47.61905,0,3.2590702,1.1934469,,0
Belgium,BEL,1962,2.3950183,7.6866765,6.858481,9.009009,8.423586,13.413087,17.277388,21.103357,25.423729,28.123821,36.05313,34.272903,41.74312,56.603775,45.76271,0,3.284752,1.1929291,,0
Belgium,BEL,1963,3.4806294,6.4539924,7.8898773,8.398229,10.153053,13.1104555,17.87592,24.410633,30.395653,30.720535,29.951242,30.647709,38.46154,54.1633,61.359867,0,3.216631,1.2378902,,0
Belgium,BEL,1964,4.3846827,6.1863174,7.9866886,9.949488,12.040848,15.558268,14.735888,24.373844,26.598465,31.652557,32.324154,30.745342,37.727272,47.732697,56.634304,0,3.2134717,1.2262743,,0
Belgium,BEL,1965,5.4030995,7.9631925,9.330223,11.32661,13.869837,12.397311,16.046356,25.064377,28.826355,30.679329,38.547237,29.55515,44.16404,51.764706,65.7277,0,2.9730637,1.215131,,0
Belgium,BEL,1966,3.799606,7.3308897,7.672634,9.234199,10.930621,12.616402,20.383204,23.478418,21.983728,30.71298,39.51965,39.845375,39.679,58.45674,48.70624,0,3.112586,1.2069689,,0
Belgium,BEL,1967,4.230715,5.4187956,9.129213,11.078527,13.45834,15.721845,17.650303,25.244617,30.377094,28.088856,33.01179,39.664158,49.648506,52.754074,47.128128,0,3.1345816,1.2002922,,0
Belgium,BEL,1968,3.8022814,7.814804,10.530073,9.401286,11.68437,14.318355,16.46159,30.53931,31.957857,35.497517,35.933205,40.839478,42.51627,47.91345,44.733044,0,3.11509,1.1955504,,0
Belgium,BEL,1969,3.3589923,6.015468,8.751563,11.105586,12.277471,14.753343,19.70214,18.68286,31.272085,36.229206,36.804684,40.11142,41.131104,56.835636,53.008595,0,2.931815,1.192204,,0
Belgium,BEL,1970,4.426003,5.4568353,8.608574,11.397922,14.715091,18.041634,20.401949,28.249886,32.869785,35.381752,41.56276,40.950043,44.247787,50.151978,59.322033,0,2.9186401,1.139188,,0
Belgium,BEL,1971,4.084411,5.953205,9.968433,11.512028,13.663398,17.835178,18.688726,24.154589,32.129276,29.312288,32.445923,37.720707,53.798767,50.224888,45.89708,0,2.898926,1.1371859,,0
Belgium,BEL,1972,4.5564194,10.635359,9.266409,12.382806,12.489729,18.998009,20.82048,20.10241,25.968672,30.113636,37.979965,45.168068,39.45795,45.68902,49.18033,0,2.8807602,1.0814708,,0
Belgium,BEL,1973,5.8139534,7.961565,10.864778,9.337403,10.63653,13.673375,17.246737,21.962938,29.908676,29.12067,39.08046,35.926598,39.284325,51.11591,63.0749,0,2.8353112,1.0987883,,0
Belgium,BEL,1974,5.7697353,9.0311985,11.231101,12.245633,16.472546,18.675722,18.72367,23.891344,28.206364,27.10441,35.348255,36.94202,44.333076,39.716312,52.42967,0,2.7614162,1.0749385,,0
Belgium,BEL,1975,6.041908,12.156025,11.256005,12.594018,13.606585,16.098484,17.72549,26.50149,25.99278,32.188843,37.731873,37.13997,44.23792,51.03448,48.387096,0,3.0650346,1.051557,,1
Belgium,BEL,1976,4.0769525,11.451889,11.898323,15.031384,16.345491,16.844833,22.826767,26.328236,26.789635,30.987072,40.95056,34.578495,37.46817,51.040966,42.787285,0,3.0933695,1.049842,,0
Belgium,BEL,1977,7.212451,13.081207,13.70047,20.27027,18.446257,21.573183,23.534912,28.907242,30.921705,37.483265,41.934105,42.585552,41.726105,44.270832,41.07981,0,3.1432488,1.0893911,,0
Belgium,BEL,1978,6.4377685,11.560694,16.931076,20.67837,25.516623,24.672709,24.124514,29.819805,34.6908,37.90019,41.004723,46.795525,43.878273,49.327354,55.87229,0,3.2615223,1.1088505,,0
Belgium,BEL,1979,6.534305,11.944092,17.625233,17.724012,24.44724,24.620573,30.953884,32.76836,34.835037,36.909187,43.03852,46.352585,55.593685,51.47059,42.62295,0,3.261345,1.08773,,0
Belgium,BEL,1980,5.393202,14.544075,18.464785,23.423424,25.92063,26.876268,29.369741,33.695126,32.295082,40.78876,44.573643,46.97816,49.67676,53.140095,37.837837,0,3.2501955,1.0967808,,0
Belgium,BEL,1981,5.9156704,15.411824,22.608696,21.431515,25.879917,25.02172,29.585798,33.769592,32.082924,32.478634,39.180767,43.56535,51.17057,52.99539,53.134964,0,3.3660493,1.1165246,,0
Belgium,BEL,1982,8.211445,15.303562,20.550652,20.343204,24.615868,26.90988,25.466892,32.009007,34.700314,35.358883,39.95068,43.129387,48.62719,46.28099,54.455444,0,3.2699447,1.1059253,,1
Belgium,BEL,1983,5.436893,13.798294,20.325203,28.480576,28.15401,30.369556,34.299435,29.695024,34.12117,35.800484,41.979786,41.030773,46.366325,46.145493,53.140095,0,3.191413,1.1059253,,0
Belgium,BEL,1984,5.9848385,15.151515,23.18614,28.757086,24.597364,29.2172,32.246998,35.88749,34.70825,38.797813,35.12813,49.04905,44.204323,61.202766,51.69173,0,3.0079024,1.0857433,,0
Belgium,BEL,1985,6.90417,11.569416,18.494898,24.207806,26.18612,32.194244,30.766556,33.687355,35.11734,35.34558,41.357674,43.400562,53.728428,57.40646,47.257385,0,2.931234,1.0854129,,0
Belgium,BEL,1986,6.2234793,14.566829,15.911099,24.8,26.54002,30.402092,33.206314,29.16307,31.03506,34.59841,37.30977,46.18809,46.625366,52.896725,40.83205,0,2.9537725,1.0849726,,0
Belgium,BEL,1987,4.700855,15.769231,19.884218,28.518372,25.845207,25.893566,32.77481,29.996511,33.67398,29.057405,35.922558,42.392567,49.594814,58.55856,50.583656,0,2.9017947,1.1043566,,0
Belgium,BEL,1988,5.777842,13.127112,18.988132,22.507196,22.014769,26.164549,28.058361,27.303154,26.320202,27.065527,32.482597,43.93505,40.97311,48.133595,45.3149,0,2.6287484,1.1108867,,0
Belgium,BEL,1989,6.6303225,14.37317,15.900621,20.487051,24.063063,25.566107,24.222097,23.45679,23.463875,26.804861,29.221416,38.331074,47.241596,48.83946,45.051697,0,2.4608543,1.1068625,,0
Belgium,BEL,1990,6.2187166,14.277944,18.348623,18.579792,25.150356,24.012503,23.209064,22.783909,24.72952,24.290052,26.260303,41.09139,44.23077,44.84733,50.750538,0,2.3554406,1.0635096,4.279799,0
Belgium,BEL,1991,3.4407256,13.934878,17.552595,20.788712,24.629879,24.441635,23.155348,21.330902,21.111893,24.84472,22.452505,31.185032,35.48711,49.079754,48.99931,0,2.2876928,1.0121255,,1
Belgium,BEL,1992,6.8910255,13.956734,15.216298,22.852148,22.802599,23.327713,26.032461,22.701689,23.711155,23.792738,26.381668,34.29939,38.98917,46.089386,43.16069,0,1.8323325,0.78567874,,0
Belgium,BEL,1993,9.432428,15.969474,20.945084,23.051184,27.563684,27.847748,33.882782,26.055534,27.173914,25.532663,27.439613,28.770079,40.873016,49.03758,51.54639,0,1.735966,0.694169,,0
Belgium,BEL,1994,9.309162,16.993088,18.271992,25.735746,27.531199,29.734612,25.826447,28.051554,28.664732,23.049644,27.142303,30.100334,35.323803,47.85553,57.35661,0,1.6771432,0.5239225,4.4315305,0
Belgium,BEL,1995,8.932921,18.65285,17.604694,22.623878,31.03536,29.399643,29.593449,28.072132,29.826166,23.792358,27.659575,30.22396,29.032259,45.722046,48.396854,0,1.5657521,0.46364802,1.1398861,0
Belgium,BEL,1996,8.69631,18.612286,20.189865,20.635372,27.733131,29.924553,28.13891,22.333126,26.999662,23.61554,21.880032,26.734365,29.313097,39.11976,45.361893,0,1.5401026,0.44295698,,0
Belgium,BEL,1997,9.303907,15.472811,23.034126,22.945707,26.839476,30.885044,32.337887,29.55442,29.56898,24.441439,20.639717,26.535122,37.94755,39.330124,43.1243,0,1.4769758,0.4515116,1.140749,0
Belgium,BEL,1998,8.844079,17.76592,18.485432,20.325565,25.601734,30.426344,27.367908,26.287708,25.069996,23.329609,23.751345,23.540386,29.380451,51.791397,42.868874,0,1.4639193,0.4240213,,0
Belgium,BEL,1999,8.417324,13.850592,16.997011,19.091629,24.826693,26.730022,25.35388,25.430206,24.416351,24.50147,21.599304,23.3614,28.101273,39.843323,20.61509,0,1.3858355,0.41371158,,0
Belgium,BEL,2000,9.490196,18.823217,19.908045,26.095238,27.830215,28.575676,29.236143,26.801523,27.01812,25.668186,24.238945,28.905127,28.108704,38.25279,40.95975,0,1.3412104,0.3838205,,0
Belgium,BEL,2001,9.415014,15.023074,18.938292,22.371035,27.380028,34.47437,30.56151,31.42359,27.16653,25.116852,24.559174,24.501743,29.798235,36.841457,37.415676,0,1.2765042,0.37911928,,0
Belgium,BEL,2002,6.9515247,13.818267,21.397581,20.478662,27.553885,29.711014,30.609865,27.801952,26.42804,26.446161,27.406315,22.510996,26.591099,33.134235,34.993114,0,1.2157122,0.3772125,4.5750284,0
Belgium,BEL,2003,8.225808,17.043997,21.884869,19.28385,26.403868,29.937107,31.070065,31.283316,26.21301,25.153862,23.514769,19.011126,26.029905,27.481586,41.653713,0,1.2149881,0.3948002,4.500148,0
Belgium,BEL,2004,8.941635,15.076498,17.89263,19.699467,24.961039,29.442562,27.285467,30.314579,23.16767,22.803461,21.66084,25.399164,23.10308,31.67939,28.13146,0,1.1492722,0.37352744,4.5512443,0
Belgium,BEL,2005,7.3494873,12.197659,17.075573,18.272644,22.978956,29.870771,32.029144,29.488245,29.439154,22.145212,25.462967,23.758663,25.423664,29.918938,31.855803,0,1.0966412,0.35211268,4.7133718,0
Belgium,BEL,2006,6.2695727,11.457271,16.194597,22.655968,22.094131,27.881962,31.35429,27.880383,26.263504,22.803856,21.467367,21.573797,20.701426,26.77823,25.106905,0,1.056123,0.3494522,4.6938906,0
Belgium,BEL,2007,7.1003213,10.488022,14.3636465,16.836214,23.08336,24.439308,28.209877,28.62732,24.596601,19.264381,21.853474,21.202068,27.051308,25.47341,27.73252,0,1.0980188,0.374602,4.643807,0
Belgium,BEL,2008,8.267234,14.40458,15.829472,16.572754,24.495537,28.885145,28.89256,29.61593,26.374262,20.616055,22.559996,21.70432,23.354319,27.964588,30.593088,0,1.2219145,0.3712986,4.602343,0
Belgium,BEL,2009,6.744949,12.200162,16.05559,17.589314,25.922888,27.902172,32.129025,25.646286,27.01006,24.564503,19.861616,24.947676,24.79209,24.993668,24.469643,0,1.1677685,0.3590499,4.6979604,1
Belgium,BEL,2010,6.1478686,13.621545,17.059196,16.617579,24.875422,26.71718,31.338903,27.49089,25.527557,22.631166,21.238028,24.487797,24.28977,24.183228,31.85782,0,1.0904882,0.34731743,4.664236,0
Belgium,BEL,2011,8.62842,13.740802,15.277574,16.045702,21.18181,27.978544,29.462729,29.69638,27.764528,26.578339,22.282383,26.317257,22.908709,30.841108,31.020245,0,1.0522177,0.34523484,4.425677,0
Belgium,BEL,2012,7.7682333,11.187559,16.055082,17.016758,19.40694,25.636665,27.557632,33.052513,25.832253,22.807688,22.404264,27.221178,24.705364,21.772192,33.048195,0,1.0417565,0.3074141,4.4456463,0
Belgium,BEL,2013,6.6435513,10.803112,13.787612,14.596133,17.948488,26.591358,29.26956,25.813433,25.65919,20.953331,21.122335,18.943161,24.391111,27.887972,26.102942,0,1.0089595,0.29591104,4.4456434,0
Belgium,BEL,2014,6.8345966,9.858284,13.137574,15.855055,16.37348,26.797712,25.149559,28.760107,29.316288,20.041359,18.058138,19.545002,20.905958,31.967524,29.681139,0,0.9709598,0.27631697,4.435426,0
Belgium,BEL,2015,4.9160624,12.012064,13.28148,15.018725,19.494108,20.170353,27.903053,28.472483,25.720505,21.698238,19.546423,16.42002,28.567455,25.221544,23.950703,0,0.90928423,0.27462792,4.4017477,0
Belgium,BEL,2016,6.1359153,10.323624,13.540319,15.837453,15.67648,22.961803,27.610035,27.05064,27.18448,23.204105,21.320562,20.15858,21.025963,27.380877,29.430809,0,0.89470625,0.2729354,,0
Brazil,BRA,1979,2.923672,4.8530226,4.7997065,4.274582,5.321508,5.168193,4.768275,5.2057633,5.416755,4.9365025,4.648373,6.333409,6.0387874,6.6481996,6.147541,0,1.5219316,0.37957707,,0
Brazil,BRA,1980,3.068466,4.9551077,5.1394424,4.633966,5.495356,5.459057,5.714888,6.0043406,5.7406306,6.92607,6.399609,6.632277,8.967083,8.394259,8.009611,0,1.1384344,0.37954506,,0
Brazil,BRA,1981,3.5043075,5.589183,5.57914,4.93964,5.3115826,5.648445,5.3393254,5.4452877,5.20485,5.097189,5.82617,6.0514374,7.322756,8.73478,7.439311,0,1.1431488,0.37124732,,0
Brazil,BRA,1982,2.7730093,5.262348,4.9027543,5.442209,4.734638,5.0991883,5.623526,5.531483,5.5722976,5.467123,5.1830406,5.423299,7.919288,9.057971,8.039816,0,1.3035344,0.3713121,,1
Brazil,BRA,1983,3.4093378,5.3222857,5.397712,4.690223,5.382847,6.347891,6.233389,6.7607965,6.837059,6.9444447,8.090689,6.992582,6.6438494,7.090627,8.866995,0,1.2545804,0.36342663,,0
Brazil,BRA,1984,2.7046838,4.9290605,5.008625,4.9082923,5.512507,5.885309,6.078743,7.0631638,6.217833,5.9686728,6.9751844,6.899423,7.8778925,7.80065,7.369433,0,1.1995411,0.35506254,,0
Brazil,BRA,1985,2.3739512,4.471223,4.7809176,5.0757318,4.783289,5.4096932,5.8016105,6.008848,6.3909197,5.5820856,6.081288,7.041844,8.479476,9.751961,8.466604,0,1.4295231,0.37582022,,0
Brazil,BRA,1986,2.796684,4.8579593,5.1387367,4.6983995,5.069354,4.441321,5.3030305,5.7487783,5.637006,6.486719,6.462303,8.064968,6.5777283,7.9462104,7.810153,0,1.2203887,0.39137638,,0
